item,sector,region,policy,value,co2p,scc
welfare$,all,OG20,LSR,7499.384039885494,50,250
welfare$,all,OG20,OBR,7499.181310930849,50,250
welfare$,all,OG20,ABR,7500.552249680339,50,250
welfare$,all,OG20,ibr,7500.153401923322,50,250
welfare$,all,OG20,bcr,7499.9813747285325,50,250
welfare$,all,ROW,LSR,11892.283273882205,50,250
welfare$,all,ROW,OBR,11893.105149690748,50,250
welfare$,all,ROW,ABR,11889.890667778569,50,250
welfare$,all,ROW,ibr,11893.077640308758,50,250
welfare$,all,ROW,bcr,11893.150447531521,50,250
Employment,EITE,chn,LSR,0.0016834623731476483,50,250
Employment,EITE,chn,OBR,-0.034206120322077815,50,250
Employment,EITE,chn,ABR,0.0641781560188237,50,250
Employment,EITE,chn,ibr,-0.0234499432353652,50,250
Employment,EITE,chn,bcr,-0.027102444611815102,50,250
Employment,EITE,ind,LSR,0.0802959606709619,50,250
Employment,EITE,ind,OBR,0.0015371860222046507,50,250
Employment,EITE,ind,ABR,0.24445836154169953,50,250
Employment,EITE,ind,ibr,0.03746522033534205,50,250
Employment,EITE,ind,bcr,0.027885771035052187,50,250
Employment,EITE,usa,LSR,-0.9138900308095388,50,250
Employment,EITE,usa,OBR,-0.3569826421413347,50,250
Employment,EITE,usa,ABR,-1.5034982833930677,50,250
Employment,EITE,usa,ibr,-0.08110408164627714,50,250
Employment,EITE,usa,bcr,-0.1509621309165543,50,250
Employment,EITE,EUR,LSR,0.08576143660383728,50,250
Employment,EITE,EUR,OBR,-0.047134015025673826,50,250
Employment,EITE,EUR,ABR,0.34749044399597917,50,250
Employment,EITE,EUR,ibr,0.0056040772841381425,50,250
Employment,EITE,EUR,bcr,-0.009481038759495686,50,250
Employment,EITE,OG20,LSR,0.3542905695000709,50,250
Employment,EITE,OG20,OBR,0.2002985802586954,50,250
Employment,EITE,OG20,ABR,0.6535202085216074,50,250
Employment,EITE,OG20,ibr,0.27059933366810895,50,250
Employment,EITE,OG20,bcr,0.24882089917634964,50,250
Employment,EITE,ROW,LSR,0.30915072873594074,50,250
Employment,EITE,ROW,OBR,0.19243343759896003,50,250
Employment,EITE,ROW,ABR,0.5455875160680579,50,250
Employment,EITE,ROW,ibr,0.23635714631520255,50,250
Employment,EITE,ROW,bcr,0.22179868940854774,50,250
Employment,non-EITE,chn,LSR,-1.7710310925567185e-4,50,250
Employment,non-EITE,chn,OBR,0.003599853055313851,50,250
Employment,non-EITE,chn,ABR,-0.006753934074577028,50,250
Employment,non-EITE,chn,ibr,0.002467892009017092,50,250
Employment,non-EITE,chn,bcr,0.0028522747913539703,50,250
Employment,non-EITE,ind,LSR,-0.002271553771249213,50,250
Employment,non-EITE,ind,OBR,-4.366045714965239e-5,50,250
Employment,non-EITE,ind,ABR,-0.006915307021726491,50,250
Employment,non-EITE,ind,ibr,-0.0010599767647057057,50,250
Employment,non-EITE,ind,bcr,-7.88997548650805e-4,50,250
Employment,non-EITE,usa,LSR,0.04625525344950088,50,250
Employment,non-EITE,usa,OBR,0.018068260502013267,50,250
Employment,non-EITE,usa,ABR,0.0760973498484363,50,250
Employment,non-EITE,usa,ibr,0.004105100958695651,50,250
Employment,non-EITE,usa,bcr,0.007640856304846899,50,250
Employment,non-EITE,EUR,LSR,-0.004817513446586652,50,250
Employment,non-EITE,EUR,OBR,0.002647499711017076,50,250
Employment,non-EITE,EUR,ABR,-0.019519374667698042,50,250
Employment,non-EITE,EUR,ibr,-3.149083360298732e-4,50,250
Employment,non-EITE,EUR,bcr,5.324539246842619e-4,50,250
Employment,non-EITE,OG20,LSR,-0.01677543923306324,50,250
Employment,non-EITE,OG20,OBR,-0.00948410381726994,50,250
Employment,non-EITE,OG20,ABR,-0.030943602661448466,50,250
Employment,non-EITE,OG20,ibr,-0.012812759954239361,50,250
Employment,non-EITE,OG20,bcr,-0.011781577274916355,50,250
Employment,non-EITE,ROW,LSR,-0.01674885026962114,50,250
Employment,non-EITE,ROW,OBR,-0.010425530547231165,50,250
Employment,non-EITE,ROW,ABR,-0.02955813832977716,50,250
Employment,non-EITE,ROW,ibr,-0.012805157894457686,50,250
Employment,non-EITE,ROW,bcr,-0.012016433467509913,50,250
eb(bn$),all,usa,LSR,350.26539122280974,50,250
eb(bn$),all,usa,OBR,348.3653987164277,50,250
eb(bn$),all,usa,ABR,365.7034677709123,50,250
eb(bn$),all,usa,ibr,360.6103590035166,50,250
eb(bn$),all,usa,bcr,358.1480174844719,50,250
eb(bn$)_global,all,usa,LSR,332.08111697629613,50,250
eb(bn$)_global,all,usa,OBR,331.23092795595534,50,250
eb(bn$)_global,all,usa,ABR,344.3670456692433,50,250
eb(bn$)_global,all,usa,ibr,341.8002763026729,50,250
eb(bn$)_global,all,usa,bcr,339.7302251014306,50,250
netwelf,all,usa,LSR,2.598754100218485,50,250
netwelf,all,usa,OBR,2.591031993248834,50,250
netwelf,all,usa,ABR,2.6600055223051746,50,250
netwelf,all,usa,ibr,2.6307584892423117,50,250
netwelf,all,usa,bcr,2.624896797979162,50,250
netwelf_globalscc,all,usa,LSR,2.4471632175980567,50,250
netwelf_globalscc,all,usa,OBR,2.4481926634739914,50,250
netwelf_globalscc,all,usa,ABR,2.482137161186823,50,250
netwelf_globalscc,all,usa,ibr,2.473950634272194,50,250
netwelf_globalscc,all,usa,bcr,2.4713592212017814,50,250
emissions_abs,all,chn,LSR,8.07467778778987,50,250
emissions_abs,all,chn,OBR,8.073495401888518,50,250
emissions_abs,all,chn,ABR,8.077132363895949,50,250
emissions_abs,all,chn,ibr,8.074127465853639,50,250
emissions_abs,all,chn,bcr,8.073927800144629,50,250
emissions_abs,all,ind,LSR,1.9161652028656984,50,250
emissions_abs,all,ind,OBR,1.9158519054032705,50,250
emissions_abs,all,ind,ABR,1.9168584507606674,50,250
emissions_abs,all,ind,ibr,1.9159992921125033,50,250
emissions_abs,all,ind,bcr,1.9159431376153748,50,250
emissions_abs,all,usa,LSR,3.682490559156511,50,250
emissions_abs,all,usa,OBR,3.69047930052606,50,250
emissions_abs,all,usa,ABR,3.617579355363956,50,250
emissions_abs,all,usa,ibr,3.638993928617818,50,250
emissions_abs,all,usa,bcr,3.6493471323768203,50,250
emissions_abs,all,EUR,LSR,2.8720516323535077,50,250
emissions_abs,all,EUR,OBR,2.8713261220120105,50,250
emissions_abs,all,EUR,ABR,2.8744135619552003,50,250
emissions_abs,all,EUR,ibr,2.8723106731304044,50,250
emissions_abs,all,EUR,bcr,2.8720534585453237,50,250
emissions_abs,all,OG20,LSR,4.424084022907767,50,250
emissions_abs,all,OG20,OBR,4.422901089218199,50,250
emissions_abs,all,OG20,ABR,4.428062288955516,50,250
emissions_abs,all,OG20,ibr,4.425363651097805,50,250
emissions_abs,all,OG20,bcr,4.424835308919377,50,250
emissions_abs,all,ROW,LSR,7.452916953199917,50,250
emissions_abs,all,ROW,OBR,7.451907058691695,50,250
emissions_abs,all,ROW,ABR,7.456682508965561,50,250
emissions_abs,all,ROW,ibr,7.454725801978396,50,250
emissions_abs,all,ROW,bcr,7.4541177482896694,50,250
CO2 price,EITE,chn,LSR,1.0004814822711246e-6,75,250
CO2 price,EITE,chn,OBR,1.0004693939786414e-6,75,250
CO2 price,EITE,chn,ABR,1.0005032969304563e-6,75,250
CO2 price,EITE,chn,ibr,1.0004377776529386e-6,75,250
CO2 price,EITE,chn,bcr,1.0004391674303341e-6,75,250
CO2 price,EITE,ind,LSR,1.001132585773432e-6,75,250
CO2 price,EITE,ind,OBR,1.001078826683419e-6,75,250
CO2 price,EITE,ind,ABR,1.0012517551990668e-6,75,250
CO2 price,EITE,ind,ibr,1.0010179665964789e-6,75,250
CO2 price,EITE,ind,bcr,1.0010195295196355e-6,75,250
CO2 price,EITE,usa,LSR,75.00000098043749,75,250
CO2 price,EITE,usa,OBR,75.00000098175376,75,250
CO2 price,EITE,usa,ABR,227.05068325123037,75,250
CO2 price,EITE,usa,ibr,264.21609001541765,75,250
CO2 price,EITE,usa,bcr,216.38604180858928,75,250
CO2 price,EITE,EUR,LSR,1.00095725491143e-6,75,250
CO2 price,EITE,EUR,OBR,1.0009432016505625e-6,75,250
CO2 price,EITE,EUR,ABR,1.0010152746195503e-6,75,250
CO2 price,EITE,EUR,ibr,1.0009600651472869e-6,75,250
CO2 price,EITE,EUR,bcr,1.0009486581493892e-6,75,250
CO2 price,EITE,OG20,LSR,1.001014527818148e-6,75,250
CO2 price,EITE,OG20,OBR,1.0010514617992046e-6,75,250
CO2 price,EITE,OG20,ABR,1.0010326503632498e-6,75,250
CO2 price,EITE,OG20,ibr,1.0011048687940103e-6,75,250
CO2 price,EITE,OG20,bcr,1.0010887778134056e-6,75,250
CO2 price,EITE,ROW,LSR,1.0002965474527205e-6,75,250
CO2 price,EITE,ROW,OBR,1.0003573734062368e-6,75,250
CO2 price,EITE,ROW,ABR,1.0001926498596955e-6,75,250
CO2 price,EITE,ROW,ibr,1.0003511864354314e-6,75,250
CO2 price,EITE,ROW,bcr,1.0003505263178977e-6,75,250
CO2 price,non-EITE,chn,LSR,1.0004814822711246e-6,75,250
CO2 price,non-EITE,chn,OBR,1.0004693939786416e-6,75,250
CO2 price,non-EITE,chn,ABR,1.0005032969304565e-6,75,250
CO2 price,non-EITE,chn,ibr,1.0004377776529382e-6,75,250
CO2 price,non-EITE,chn,bcr,1.0004391674303341e-6,75,250
CO2 price,non-EITE,ind,LSR,1.0011325857734321e-6,75,250
CO2 price,non-EITE,ind,OBR,1.001078826683419e-6,75,250
CO2 price,non-EITE,ind,ABR,1.001251755199067e-6,75,250
CO2 price,non-EITE,ind,ibr,1.001017966596479e-6,75,250
CO2 price,non-EITE,ind,bcr,1.0010195295196355e-6,75,250
CO2 price,non-EITE,usa,LSR,75.00000098043748,75,250
CO2 price,non-EITE,usa,OBR,75.00000098175374,75,250
CO2 price,non-EITE,usa,ABR,75.00000097814282,75,250
CO2 price,non-EITE,usa,ibr,75.00000098125606,75,250
CO2 price,non-EITE,usa,bcr,75.00000098140491,75,250
CO2 price,non-EITE,EUR,LSR,1.0009572549114299e-6,75,250
CO2 price,non-EITE,EUR,OBR,1.0009432016505625e-6,75,250
CO2 price,non-EITE,EUR,ABR,1.0010152746195506e-6,75,250
CO2 price,non-EITE,EUR,ibr,1.0009600651472869e-6,75,250
CO2 price,non-EITE,EUR,bcr,1.0009486581493894e-6,75,250
CO2 price,non-EITE,OG20,LSR,1.0010145278181477e-6,75,250
CO2 price,non-EITE,OG20,OBR,1.0010514617992046e-6,75,250
CO2 price,non-EITE,OG20,ABR,1.0010326503632498e-6,75,250
CO2 price,non-EITE,OG20,ibr,1.0011048687940105e-6,75,250
CO2 price,non-EITE,OG20,bcr,1.0010887778134054e-6,75,250
CO2 price,non-EITE,ROW,LSR,1.0002965474527205e-6,75,250
CO2 price,non-EITE,ROW,OBR,1.0003573734062366e-6,75,250
CO2 price,non-EITE,ROW,ABR,1.0001926498596955e-6,75,250
CO2 price,non-EITE,ROW,ibr,1.0003511864354316e-6,75,250
CO2 price,non-EITE,ROW,bcr,1.0003505263178975e-6,75,250
Output,EITE,chn,LSR,0.05928908855388215,75,250
Output,EITE,chn,OBR,0.008023761528663798,75,250
Output,EITE,chn,ABR,0.13622669870849702,75,250
Output,EITE,chn,ibr,0.019069067568966425,75,250
Output,EITE,chn,bcr,0.013712732631110391,75,250
Output,EITE,ind,LSR,0.25767136268817215,75,250
Output,EITE,ind,OBR,0.14686204159704008,75,250
Output,EITE,ind,ABR,0.4594089506079646,75,250
Output,EITE,ind,ibr,0.17319038673853093,75,250
Output,EITE,ind,bcr,0.16201722621880243,75,250
Output,EITE,usa,LSR,-3.518662143329221,75,250
Output,EITE,usa,OBR,-2.5485552841427395,75,250
Output,EITE,usa,ABR,-5.357264977600207,75,250
Output,EITE,usa,ibr,-3.0967506071169604,75,250
Output,EITE,usa,bcr,-2.969735456389677,75,250
Output,EITE,EUR,LSR,0.24965698229673094,75,250
Output,EITE,EUR,OBR,0.0545479904122681,75,250
Output,EITE,EUR,ABR,0.5869848927209764,75,250
Output,EITE,EUR,ibr,0.12361276700569857,75,250
Output,EITE,EUR,bcr,0.10021419261565523,75,250
Output,EITE,OG20,LSR,0.569071278777189,75,250
Output,EITE,OG20,OBR,0.3560473473863457,75,250
Output,EITE,OG20,ABR,0.9356918649221946,75,250
Output,EITE,OG20,ibr,0.4382175372477759,75,250
Output,EITE,OG20,bcr,0.407834430854348,75,250
Output,EITE,ROW,LSR,0.4532003398499018,75,250
Output,EITE,ROW,OBR,0.2860974058447763,75,250
Output,EITE,ROW,ABR,0.7527879764053891,75,250
Output,EITE,ROW,ibr,0.34468243378145136,75,250
Output,EITE,ROW,bcr,0.32344951002440947,75,250
Output,non-EITE,chn,LSR,0.015571478017895046,75,250
Output,non-EITE,chn,OBR,0.021349801447212435,75,250
Output,non-EITE,chn,ABR,0.007497368037490126,75,250
Output,non-EITE,chn,ibr,0.018511487512373748,75,250
Output,non-EITE,chn,bcr,0.01927379036612553,75,250
Output,non-EITE,ind,LSR,0.03783395602339201,75,250
Output,non-EITE,ind,OBR,0.04152465117590598,75,250
Output,non-EITE,ind,ABR,0.03311731207413793,75,250
Output,non-EITE,ind,ibr,0.03850952249220274,75,250
Output,non-EITE,ind,bcr,0.03903439383226015,75,250
Output,non-EITE,usa,LSR,-0.8859981312739795,75,250
Output,non-EITE,usa,OBR,-0.879007064335513,75,250
Output,non-EITE,usa,ABR,-0.9339887339044228,75,250
Output,non-EITE,usa,ibr,-0.9144283465796543,75,250
Output,non-EITE,usa,bcr,-0.9032952311239795,75,250
Output,non-EITE,EUR,LSR,0.02219296638670265,75,250
Output,non-EITE,EUR,OBR,0.03340150350776838,75,250
Output,non-EITE,EUR,ABR,0.004859022479641872,75,250
Output,non-EITE,EUR,ibr,0.02930933943932068,75,250
Output,non-EITE,EUR,bcr,0.03046535338788736,75,250
Output,non-EITE,OG20,LSR,-0.0038672939242090365,75,250
Output,non-EITE,OG20,OBR,0.010041095285906465,75,250
Output,non-EITE,OG20,ABR,-0.022680649605510972,75,250
Output,non-EITE,OG20,ibr,0.008462668762887482,75,250
Output,non-EITE,OG20,bcr,0.009612767368127884,75,250
Output,non-EITE,ROW,LSR,-0.02327579019707482,75,250
Output,non-EITE,ROW,OBR,-0.01024670027240937,75,250
Output,non-EITE,ROW,ABR,-0.0445449439273049,75,250
Output,non-EITE,ROW,ibr,-0.013326702198612761,75,250
Output,non-EITE,ROW,bcr,-0.011985727802776847,75,250
Emissions,EITE,chn,LSR,0.16710453921542356,75,250
Emissions,EITE,chn,OBR,0.12038799930780275,75,250
Emissions,EITE,chn,ABR,0.23694321933152018,75,250
Emissions,EITE,chn,ibr,0.13363866418700798,75,250
Emissions,EITE,chn,bcr,0.127017211475966,75,250
Emissions,EITE,ind,LSR,0.2818560797399394,75,250
Emissions,EITE,ind,OBR,0.20664436542419118,75,250
Emissions,EITE,ind,ABR,0.3916647192968137,75,250
Emissions,EITE,ind,ibr,0.22949685327910974,75,250
Emissions,EITE,ind,bcr,0.21854734874036108,75,250
Emissions,EITE,usa,LSR,-20.72513415646696,75,250
Emissions,EITE,usa,OBR,-19.773411391945828,75,250
Emissions,EITE,usa,ABR,-35.88090063088326,75,250
Emissions,EITE,usa,ibr,-35.46970476222874,75,250
Emissions,EITE,usa,bcr,-31.519184492931075,75,250
Emissions,EITE,EUR,LSR,0.8838651880359372,75,250
Emissions,EITE,EUR,OBR,0.6929846465765221,75,250
Emissions,EITE,EUR,ABR,1.2777583762405786,75,250
Emissions,EITE,EUR,ibr,0.830719967560678,75,250
Emissions,EITE,EUR,bcr,0.7912803316214134,75,250
Emissions,EITE,OG20,LSR,1.021934797892099,75,250
Emissions,EITE,OG20,OBR,0.8013145627816742,75,250
Emissions,EITE,OG20,ABR,1.447513373081133,75,250
Emissions,EITE,OG20,ibr,0.9527661468785587,75,250
Emissions,EITE,OG20,bcr,0.9059564617720728,75,250
Emissions,EITE,ROW,LSR,0.8049752379892805,75,250
Emissions,EITE,ROW,OBR,0.6535911285793228,75,250
Emissions,EITE,ROW,ABR,1.1098226708129877,75,250
Emissions,EITE,ROW,ibr,0.762393901306524,75,250
Emissions,EITE,ROW,bcr,0.7302183010075014,75,250
Emissions,non-EITE,chn,LSR,0.10183758861082026,75,250
Emissions,non-EITE,chn,OBR,0.09184959936374693,75,250
Emissions,non-EITE,chn,ABR,0.11907464272715718,75,250
Emissions,non-EITE,chn,ibr,0.09900186425324531,75,250
Emissions,non-EITE,chn,bcr,0.09670487866260125,75,250
Emissions,non-EITE,ind,LSR,0.29949275397793684,75,250
Emissions,non-EITE,ind,OBR,0.29347163468400606,75,250
Emissions,non-EITE,ind,ABR,0.31454319233197303,75,250
Emissions,non-EITE,ind,ibr,0.30116957331562944,75,250
Emissions,non-EITE,ind,bcr,0.2984466913821038,75,250
Emissions,non-EITE,usa,LSR,-42.16098216398252,75,250
Emissions,non-EITE,usa,OBR,-42.03251387275708,75,250
Emissions,non-EITE,usa,ABR,-42.402711715979294,75,250
Emissions,non-EITE,usa,ibr,-42.035688229238666,75,250
Emissions,non-EITE,usa,bcr,-42.036164276907286,75,250
Emissions,non-EITE,EUR,LSR,0.8278969971428074,75,250
Emissions,non-EITE,EUR,OBR,0.813631593641917,75,250
Emissions,non-EITE,EUR,ABR,0.8676275107536879,75,250
Emissions,non-EITE,EUR,ibr,0.8301502346174772,75,250
Emissions,non-EITE,EUR,bcr,0.8228571678236207,75,250
Emissions,non-EITE,OG20,LSR,0.5526809757730788,75,250
Emissions,non-EITE,OG20,OBR,0.5410659323567435,75,250
Emissions,non-EITE,OG20,ABR,0.5994148926485421,75,250
Emissions,non-EITE,OG20,ibr,0.5875910875492885,75,250
Emissions,non-EITE,OG20,bcr,0.5760355494212499,75,250
Emissions,non-EITE,ROW,LSR,0.46956876267165715,75,250
Emissions,non-EITE,ROW,OBR,0.4718462805711532,75,250
Emissions,non-EITE,ROW,ABR,0.4846913503950834,75,250
Emissions,non-EITE,ROW,ibr,0.5036809007270104,75,250
Emissions,non-EITE,ROW,bcr,0.49574979778070905,75,250
Emissions,all,chn,LSR,0.13326502367099202,75,250
Emissions,all,chn,OBR,0.11278400655365672,75,250
Emissions,all,chn,ABR,0.16669262572541754,75,250
Emissions,all,chn,ibr,0.12194205052762364,75,250
Emissions,all,chn,bcr,0.1182868236478063,75,250
Emissions,all,ind,LSR,0.3054999386852719,75,250
Emissions,all,ind,OBR,0.2826732053418546,75,250
Emissions,all,ind,ABR,0.3445851618502971,75,250
Emissions,all,ind,ibr,0.29115933360781554,75,250
Emissions,all,ind,bcr,0.2869061727670763,75,250
Emissions,all,usa,LSR,-35.38776818645151,75,250
Emissions,all,usa,OBR,-35.17935983937301,75,250
Emissions,all,usa,ABR,-36.669748435159896,75,250
Emissions,all,usa,ibr,-36.215741542894456,75,250
Emissions,all,usa,bcr,-35.95732209953496,75,250
Emissions,all,EUR,LSR,0.815158890001344,75,250
Emissions,all,EUR,OBR,0.7797747487269246,75,250
Emissions,all,EUR,ABR,0.9027352519324738,75,250
Emissions,all,EUR,ibr,0.8155830901271033,75,250
Emissions,all,EUR,bcr,0.8033951342982348,75,250
Emissions,all,OG20,LSR,0.6252224242992543,75,250
Emissions,all,OG20,OBR,0.5878497616818024,75,250
Emissions,all,OG20,ABR,0.7233136696200182,75,250
Emissions,all,OG20,ibr,0.6498991611751936,75,250
Emissions,all,OG20,bcr,0.63325582943079,75,250
Emissions,all,ROW,LSR,0.49420890583538046,75,250
Emissions,all,ROW,OBR,0.47560841871108206,75,250
Emissions,all,ROW,ABR,0.54795120501305306,75,250
Emissions,all,ROW,ibr,0.5162948291076885,75,250
Emissions,all,ROW,bcr,0.5051792379563214,75,250
Emissions,all,all,LSR,-5.768939751476177,75,250
Emissions,all,all,OBR,-5.753452767963763,75,250
Emissions,all,all,ABR,-5.942771013565229,75,250
Emissions,all,all,ibr,-5.9068820539077915,75,250
Emissions,all,all,bcr,-5.869859686930756,75,250
Intensity,EITE,chn,LSR,0.10775156574032163,75,250
Intensity,EITE,chn,OBR,0.11235522266399567,75,250
Intensity,EITE,chn,ABR,0.10057950448449926,75,250
Intensity,EITE,chn,ibr,0.11454775342953916,75,250
Intensity,EITE,chn,bcr,0.1132889438349105,75,250
Intensity,EITE,ind,LSR,0.0241225601223638,75,250
Intensity,EITE,ind,OBR,0.05969465503803395,75,250
Intensity,EITE,ind,ABR,-0.06743443149707096,75,250
Intensity,EITE,ind,ibr,0.056209117752170634,75,250
Intensity,EITE,ind,bcr,0.05643868213422998,75,250
Intensity,EITE,usa,LSR,-17.833989863095677,75,250
Intensity,EITE,usa,OBR,-17.675321446517533,75,250
Intensity,EITE,usa,ABR,-32.25143022975699,75,250
Intensity,EITE,usa,ibr,-33.40750114979052,75,250
Intensity,EITE,usa,bcr,-29.423241470922534,75,250
Intensity,EITE,EUR,LSR,0.6326288037586059,75,250
Intensity,EITE,EUR,OBR,0.6380885916604573,75,250
Intensity,EITE,EUR,ABR,0.6867424093249808,75,250
Intensity,EITE,EUR,ibr,0.706234204912759,75,250
Intensity,EITE,EUR,bcr,0.6903742859890372,75,250
Intensity,EITE,OG20,LSR,0.45030098553815456,75,250
Intensity,EITE,OG20,OBR,0.443687477899557,75,250
Intensity,EITE,OG20,ABR,0.5070768314977103,75,250
Intensity,EITE,OG20,ibr,0.5123036053880314,75,250
Intensity,EITE,OG20,bcr,0.49609876932537045,75,250
Intensity,EITE,ROW,LSR,0.35018784563285443,75,250
Intensity,EITE,ROW,OBR,0.3664453321454486,75,250
Intensity,EITE,ROW,ABR,0.35436706177423005,75,250
Intensity,EITE,ROW,ibr,0.4162766350879643,75,250
Intensity,EITE,ROW,bcr,0.40545734119958876,75,250
Intensity,non-EITE,chn,LSR,0.0862526797758445,75,250
Intensity,non-EITE,chn,OBR,0.07048474956246054,75,250
Intensity,non-EITE,chn,ABR,0.11156890995784874,75,250
Intensity,non-EITE,chn,ibr,0.08047547953253797,75,250
Intensity,non-EITE,chn,bcr,0.07741616726668621,75,250
Intensity,non-EITE,ind,LSR,0.26155983951992035,75,250
Intensity,non-EITE,ind,OBR,0.25184240682716297,75,250
Intensity,non-EITE,ind,ABR,0.28133271042616315,75,250
Intensity,non-EITE,ind,ibr,0.26255894062912066,75,250
Intensity,non-EITE,ind,bcr,0.2593110770428231,75,250
Intensity,non-EITE,usa,LSR,-41.643948639442705,75,250
Intensity,non-EITE,usa,OBR,-41.51845697826361,75,250
Intensity,non-EITE,usa,ABR,-41.859687749704676,75,250
Intensity,non-EITE,usa,ibr,-41.50075454627458,75,250
Intensity,non-EITE,usa,bcr,-41.507807087751104,75,250
Intensity,non-EITE,EUR,LSR,0.8055252608057284,75,250
Intensity,non-EITE,EUR,OBR,0.779969568571337,75,250
Intensity,non-EITE,EUR,ABR,0.8627265681961482,75,250
Intensity,non-EITE,EUR,ibr,0.800606242776869,75,250
Intensity,non-EITE,EUR,bcr,0.7921504829917048,75,250
Intensity,non-EITE,OG20,LSR,0.5565697938870962,75,250
Intensity,non-EITE,OG20,OBR,0.5309715217143962,75,250
Intensity,non-EITE,OG20,ABR,0.6222366695727954,75,250
Intensity,non-EITE,OG20,ibr,0.5790794132137789,75,250
Intensity,non-EITE,OG20,bcr,0.5663683383823281,75,250
Intensity,non-EITE,ROW,LSR,0.492959293039541,75,250
Intensity,non-EITE,ROW,OBR,0.4821423845286166,75,250
Intensity,non-EITE,ROW,ABR,0.5294721473935837,75,250
Intensity,non-EITE,ROW,ibr,0.5170765121725429,75,250
Intensity,non-EITE,ROW,bcr,0.5077963886764181,75,250
Lab,all,chn,LSR,0.04814822711247668,75,250
Lab,all,chn,OBR,0.046939397864131926,75,250
Lab,all,chn,ABR,0.0503296930456365,75,250
Lab,all,chn,ibr,0.04377776529382871,75,250
Lab,all,chn,bcr,0.043916743033411976,75,250
Lab,all,ind,LSR,0.11325857734321154,75,250
Lab,all,ind,OBR,0.10788266834189653,75,250
Lab,all,ind,ABR,0.12517551990667286,75,250
Lab,all,ind,ibr,0.10179665964791251,75,250
Lab,all,ind,bcr,0.10195295196355758,75,250
Lab,all,usa,LSR,-1.9562522607043054,75,250
Lab,all,usa,OBR,-1.8246243076838087,75,250
Lab,all,usa,ABR,-2.185716875102095,75,250
Lab,all,usa,ibr,-1.874393147157416,75,250
Lab,all,usa,bcr,-1.8595094748668606,75,250
Lab,all,EUR,LSR,0.0957254911429839,75,250
Lab,all,EUR,OBR,0.09432016505626084,75,250
Lab,all,EUR,ABR,0.10152746195506435,75,250
Lab,all,EUR,ibr,0.09600651472871924,75,250
Lab,all,EUR,bcr,0.09486581493893809,75,250
Lab,all,OG20,LSR,0.10145278181477035,75,250
Lab,all,OG20,OBR,0.10514617992047892,75,250
Lab,all,OG20,ABR,0.1032650363249843,75,250
Lab,all,OG20,ibr,0.11048687940105051,75,250
Lab,all,OG20,bcr,0.10887778134052173,75,250
Lab,all,ROW,LSR,0.02965474527205636,75,250
Lab,all,ROW,OBR,0.03573734062367606,75,250
Lab,all,ROW,ABR,0.019264985969558168,75,250
Lab,all,ROW,ibr,0.035118643543174954,75,250
Lab,all,ROW,bcr,0.03505263178977813,75,250
Cap,all,chn,LSR,0.050772085000572176,75,250
Cap,all,chn,OBR,0.04752201917361809,75,250
Cap,all,chn,ABR,0.05595678231749002,75,250
Cap,all,chn,ibr,0.04488427027335984,75,250
Cap,all,chn,bcr,0.044801285905160526,75,250
Cap,all,ind,LSR,0.13342928392248155,75,250
Cap,all,ind,OBR,0.12489211308825965,75,250
Cap,all,ind,ABR,0.15248562555127965,75,250
Cap,all,ind,ibr,0.12026908269897607,75,250
Cap,all,ind,bcr,0.11995873508974242,75,250
Cap,all,usa,LSR,-1.5607676921863822,75,250
Cap,all,usa,OBR,-1.4182786059498742,75,250
Cap,all,usa,ABR,-1.8004607466918565,75,250
Cap,all,usa,ibr,-1.4639959148990522,75,250
Cap,all,usa,bcr,-1.4499653098975163,75,250
Cap,all,EUR,LSR,0.09761617557653146,75,250
Cap,all,EUR,OBR,0.09356911227351716,75,250
Cap,all,EUR,ABR,0.10853074501535609,75,250
Cap,all,EUR,ibr,0.09611734109997716,75,250
Cap,all,EUR,bcr,0.09475374834684303,75,250
Cap,all,OG20,LSR,0.1337041488601809,75,250
Cap,all,OG20,OBR,0.13229638079010897,75,250
Cap,all,OG20,ABR,0.14483292060438746,75,250
Cap,all,OG20,ibr,0.1403225670117969,75,250
Cap,all,OG20,bcr,0.13776188320542282,75,250
Cap,all,ROW,LSR,0.08427740047027843,75,250
Cap,all,ROW,OBR,0.0833719348098283,75,250
Cap,all,ROW,ABR,0.08724692901938003,75,250
Cap,all,ROW,ibr,0.0841923310431758,75,250
Cap,all,ROW,bcr,0.08319867228478994,75,250
Welfare,all,chn,LSR,0.025162068518236325,75,250
Welfare,all,chn,OBR,0.004273622068540206,75,250
Welfare,all,chn,ABR,0.0550141165347906,75,250
Welfare,all,chn,ibr,0.00669944362177155,75,250
Welfare,all,chn,bcr,0.004699683321263137,75,250
Welfare,all,ind,LSR,0.14491537113661135,75,250
Welfare,all,ind,OBR,0.1427076013579054,75,250
Welfare,all,ind,ABR,0.1576559214033102,75,250
Welfare,all,ind,ibr,0.13460203857962316,75,250
Welfare,all,ind,bcr,0.1354205671900921,75,250
Welfare,all,usa,LSR,-0.5284537427943325,75,250
Welfare,all,usa,OBR,-0.5153047300152092,75,250
Welfare,all,usa,ABR,-0.6174192679799129,75,250
Welfare,all,usa,ibr,-0.5984170041270942,75,250
Welfare,all,usa,bcr,-0.5748231938900394,75,250
Welfare,all,EUR,LSR,0.09312098309222083,75,250
Welfare,all,EUR,OBR,0.08231327860732662,75,250
Welfare,all,EUR,ABR,0.11422909208411713,75,250
