item,sector,region,policy,value,co2p,scc
Welfare,all,chn,OBR,0.008127210606856394,125,250
Welfare,all,chn,ABR,0.07316027679742376,125,250
Welfare,all,chn,ibr,0.012138504379444193,125,250
Welfare,all,chn,bcr,0.008542473309791632,125,250
Welfare,all,ind,LSR,0.21575999068004226,125,250
Welfare,all,ind,OBR,0.2125879863196456,125,250
Welfare,all,ind,ABR,0.22524240284775843,125,250
Welfare,all,ind,ibr,0.20066208400857377,125,250
Welfare,all,ind,bcr,0.20269329940627578,125,250
Welfare,all,usa,LSR,-0.9448123363222649,125,250
Welfare,all,usa,OBR,-0.9203992103801295,125,250
Welfare,all,usa,ABR,-1.0667312975788934,125,250
Welfare,all,usa,ibr,-1.0364176276903003,125,250
Welfare,all,usa,bcr,-0.9944050732122345,125,250
Welfare,all,EUR,LSR,0.13390368307713008,125,250
Welfare,all,EUR,OBR,0.11784799786931366,125,250
Welfare,all,EUR,ABR,0.15562692801922573,125,250
Welfare,all,EUR,ibr,0.12120968987885394,125,250
Welfare,all,EUR,bcr,0.11837759893018607,125,250
Welfare,all,OG20,LSR,0.0583350808996741,125,250
Welfare,all,OG20,OBR,0.05220177742650822,125,250
Welfare,all,OG20,ABR,0.07683617959728384,125,250
Welfare,all,OG20,ibr,0.06751224955241497,125,250
Welfare,all,OG20,bcr,0.0631937406648575,125,250
Welfare,all,ROW,LSR,-0.14285570483746346,125,250
Welfare,all,ROW,OBR,-0.1283173325934972,125,250
Welfare,all,ROW,ABR,-0.16360011758355109,125,250
Welfare,all,ROW,ibr,-0.12742586101552877,125,250
Welfare,all,ROW,bcr,-0.1264365573369619,125,250
Welfare,all,all,LSR,-0.24135584909258379,125,250
Welfare,all,all,OBR,-0.23817265587451342,125,250
Welfare,all,all,ABR,-0.26835696567957257,125,250
Welfare,all,all,ibr,-0.2652918531911741,125,250
Welfare,all,all,bcr,-0.25549457279131493,125,250
Leakage,all,chn,LSR,0.6524670432593513,125,250
Leakage,all,chn,OBR,0.5484838263186128,125,250
Leakage,all,chn,ABR,0.7591092335545289,125,250
Leakage,all,chn,ibr,0.5723502696421835,125,250
Leakage,all,chn,bcr,0.5564458095765887,125,250
Leakage,all,ind,LSR,0.34822410466623654,125,250
Leakage,all,ind,OBR,0.322122683961142,125,250
Leakage,all,ind,ABR,0.3718916537239291,125,250
Leakage,all,ind,ibr,0.3216697787784847,125,250
Leakage,all,ind,bcr,0.31879703431834727,125,250
Leakage,all,EUR,LSR,1.409821798574628,125,250
Leakage,all,EUR,OBR,1.3537179360253957,125,250
Leakage,all,EUR,ABR,1.478035684363134,125,250
Leakage,all,EUR,ibr,1.3629451769461731,125,250
Leakage,all,EUR,bcr,1.3526564705603625,125,250
Leakage,all,OG20,LSR,1.647468129007567,125,250
Leakage,all,OG20,OBR,1.5512801696047362,125,250
Leakage,all,OG20,ABR,1.796185974328545,125,250
Leakage,all,OG20,ibr,1.641136821386992,125,250
Leakage,all,OG20,bcr,1.6074934800615968,125,250
Leakage,all,ROW,LSR,2.168768796413839,125,250
Leakage,all,ROW,OBR,2.0956972303286086,125,250
Leakage,all,ROW,ABR,2.2806893755461894,125,250
Leakage,all,ROW,ibr,2.1773550166494875,125,250
Leakage,all,ROW,bcr,2.144005207443378,125,250
Leakage,all,all,LSR,6.226749871921622,125,250
Leakage,all,all,OBR,5.871301846238495,125,250
Leakage,all,all,ABR,6.685911921516326,125,250
Leakage,all,all,ibr,6.075457063403321,125,250
Leakage,all,all,bcr,5.9793980019602735,125,250
welfare$,all,chn,LSR,4133.831819008256,125,250
welfare$,all,chn,OBR,4132.531247182259,125,250
welfare$,all,chn,ABR,4135.218540561593,125,250
welfare$,all,chn,ibr,4132.69700167961,125,250
welfare$,all,chn,bcr,4132.54840664863,125,250
welfare$,all,ind,LSR,1236.676339159395,125,250
welfare$,all,ind,OBR,1236.6371961868665,125,250
welfare$,all,ind,ABR,1236.79335343706,125,250
welfare$,all,ind,ibr,1236.4900289028726,125,250
welfare$,all,ind,bcr,1236.5150943818182,125,250
welfare$,all,usa,LSR,11882.289138235084,125,250
welfare$,all,usa,OBR,11885.217645343642,125,250
welfare$,all,usa,ABR,11867.664196490456,125,250
welfare$,all,usa,ibr,11871.300510740652,125,250
welfare$,all,usa,bcr,11876.340179348814,125,250
welfare$,all,EUR,LSR,8790.957949059472,125,250
welfare$,all,EUR,OBR,8789.548387978622,125,250
welfare$,all,EUR,ABR,8792.865076673386,125,250
welfare$,all,EUR,ibr,8789.843517719964,125,250
welfare$,all,EUR,bcr,8789.594882727,125,250
welfare$,all,OG20,LSR,7501.00503392502,125,250
welfare$,all,OG20,OBR,7500.545242742311,125,250
welfare$,all,OG20,ABR,7502.391993185853,125,250
welfare$,all,OG20,ibr,7501.6930124747905,125,250
welfare$,all,OG20,bcr,7501.369269761319,125,250
welfare$,all,ROW,LSR,11883.401504980648,125,250
welfare$,all,ROW,OBR,11885.131629708561,125,250
welfare$,all,ROW,ABR,11880.932836490407,125,250
welfare$,all,ROW,ibr,11885.237718409235,125,250
welfare$,all,ROW,bcr,11885.355449523075,125,250
Employment,EITE,chn,LSR,0.010723162042114431,125,250
Employment,EITE,chn,OBR,-0.06546771426003684,125,250
Employment,EITE,chn,ABR,0.09444289855060628,125,250
Employment,EITE,chn,ibr,-0.04140988704707249,125,250
Employment,EITE,chn,bcr,-0.05281079393293364,125,250
Employment,EITE,ind,LSR,0.16165470972901996,125,250
Employment,EITE,ind,OBR,-0.008796829222135205,125,250
Employment,EITE,ind,ABR,0.37781747869995996,125,250
Employment,EITE,ind,ibr,0.057607166145667854,125,250
Employment,EITE,ind,bcr,0.03054576382377494,125,250
Employment,EITE,usa,LSR,-1.8233790952326245,125,250
Employment,EITE,usa,OBR,-0.6461197480113423,125,250
Employment,EITE,usa,ABR,-2.5670696680494487,125,250
Employment,EITE,usa,ibr,-0.3714845811091161,125,250
Employment,EITE,usa,bcr,-0.49806195324956226,125,250
Employment,EITE,EUR,LSR,0.1850589360246957,125,250
Employment,EITE,EUR,OBR,-0.10085634281850053,125,250
Employment,EITE,EUR,ABR,0.5317282945096036,125,250
Employment,EITE,EUR,ibr,0.0017089076896459332,125,250
Employment,EITE,EUR,bcr,-0.042205027547126406,125,250
Employment,EITE,OG20,LSR,0.694597916393902,125,250
Employment,EITE,OG20,OBR,0.3708833738453876,125,250
Employment,EITE,OG20,ABR,1.0695121486643533,125,250
Employment,EITE,OG20,ibr,0.4843066155833631,125,250
Employment,EITE,OG20,bcr,0.4279618757918824,125,250
Employment,EITE,ROW,LSR,0.6224690870033189,125,250
Employment,EITE,ROW,OBR,0.3750670009036394,125,250
Employment,EITE,ROW,ABR,0.9176943026413475,125,250
Employment,EITE,ROW,ibr,0.44978696096009685,125,250
Employment,EITE,ROW,bcr,0.41146130890967747,125,250
Employment,non-EITE,chn,LSR,-0.0011284252621091007,125,250
Employment,non-EITE,chn,OBR,0.006889767715057005,125,250
Employment,non-EITE,chn,ABR,-0.009938942167320164,125,250
Employment,non-EITE,chn,ibr,0.004357964556045424,125,250
Employment,non-EITE,chn,bcr,0.0055577758214964135,125,250
Employment,non-EITE,ind,LSR,-0.004572994357432414,125,250
Employment,non-EITE,ind,OBR,2.4866323489192155e-4,125,250
Employment,non-EITE,ind,ABR,-0.010687710963164232,125,250
Employment,non-EITE,ind,ibr,-0.0016297435485479461,125,250
Employment,non-EITE,ind,bcr,-8.642425911586926e-4,125,250
Employment,non-EITE,usa,LSR,0.09228762253568057,125,250
Employment,non-EITE,usa,OBR,0.03270248933746611,125,250
Employment,non-EITE,usa,ABR,0.129928353544706,125,250
Employment,non-EITE,usa,ibr,0.018802262228767574,125,250
Employment,non-EITE,usa,bcr,0.025208776948648648,125,250
Employment,non-EITE,EUR,LSR,-0.010395260304618681,125,250
Employment,non-EITE,EUR,OBR,0.005665193926440715,125,250
Employment,non-EITE,EUR,ABR,-0.02986839721678125,125,250
Employment,non-EITE,EUR,ibr,-9.610893593192671e-5,125,250
Employment,non-EITE,EUR,bcr,0.0023706278946988846,125,250
Employment,non-EITE,OG20,LSR,-0.03288858300872777,125,250
Employment,non-EITE,OG20,OBR,-0.017561088897610766,125,250
Employment,non-EITE,OG20,ABR,-0.05064032086670167,125,250
Employment,non-EITE,OG20,ibr,-0.022931542975845876,125,250
Employment,non-EITE,OG20,bcr,-0.020263687322541468,125,250
Employment,non-EITE,ROW,LSR,-0.03372330340458696,125,250
Employment,non-EITE,ROW,OBR,-0.02031995523643637,125,250
Employment,non-EITE,ROW,ABR,-0.049717535389304235,125,250
Employment,non-EITE,ROW,ibr,-0.024368011842235138,125,250
Employment,non-EITE,ROW,bcr,-0.022291666936036236,125,250
eb(bn$),all,usa,LSR,485.4098464950561,125,250
eb(bn$),all,usa,OBR,482.2252290584228,125,250
eb(bn$),all,usa,ABR,498.98552266442937,125,250
eb(bn$),all,usa,ibr,493.6317787647592,125,250
eb(bn$),all,usa,bcr,489.8587848555906,125,250
eb(bn$)_global,all,usa,LSR,455.1845895001304,125,250
eb(bn$)_global,all,usa,OBR,453.91233028168733,125,250
eb(bn$)_global,all,usa,ABR,465.62379011796764,125,250
eb(bn$)_global,all,usa,ibr,463.64139199459265,125,250
eb(bn$)_global,all,usa,bcr,460.5681784615081,125,250
netwelf,all,usa,LSR,3.1017449287794827,125,250
netwelf,all,usa,OBR,3.099609897699614,125,250
netwelf,all,usa,ABR,3.0929978601585444,125,250
netwelf,all,usa,ibr,3.078680726965714,125,250
netwelf,all,usa,bcr,3.0892401990133935,125,250
netwelf_globalscc,all,usa,LSR,2.8497759294575262,125,250
netwelf_globalscc,all,usa,OBR,2.863583028717968,125,250
netwelf_globalscc,all,usa,ABR,2.814882032498585,125,250
netwelf_globalscc,all,usa,ibr,2.8286696933117748,125,250
netwelf_globalscc,all,usa,bcr,2.8450627951987855,125,250
emissions_abs,all,chn,LSR,8.081653882276473,125,250
emissions_abs,all,chn,OBR,8.079202217121683,125,250
emissions_abs,all,chn,ABR,8.08456795428036,125,250
emissions_abs,all,chn,ibr,8.080049038434012,125,250
emissions_abs,all,chn,bcr,8.079581889315154,125,250
emissions_abs,all,ind,LSR,1.9197917551431907,125,250
emissions_abs,all,ind,OBR,1.9191487722740992,125,250
emissions_abs,all,ind,ABR,1.9205681360717306,125,250
emissions_abs,all,ind,ibr,1.919310776611642,125,250
emissions_abs,all,ind,bcr,1.9191877314917312,125,250
emissions_abs,all,usa,LSR,2.876334469540364,125,250
emissions_abs,all,usa,OBR,2.891285518760943,125,250
emissions_abs,all,usa,ABR,2.812599780319571,125,250
emissions_abs,all,usa,ibr,2.83773438130416,125,250
emissions_abs,all,usa,bcr,2.855447723257271,125,250
emissions_abs,all,EUR,LSR,2.8872712621340186,125,250
emissions_abs,all,EUR,OBR,2.8857903228997914,125,250
emissions_abs,all,EUR,ABR,2.8897678016514767,125,250
emissions_abs,all,EUR,ibr,2.886729094463039,125,250
emissions_abs,all,EUR,bcr,2.8862510542505415,125,250
emissions_abs,all,OG20,LSR,4.441338545013028,125,250
emissions_abs,all,OG20,OBR,4.438914596473101,125,250
emissions_abs,all,OG20,ABR,4.445872451714031,125,250
emissions_abs,all,OG20,ibr,4.441827741863634,125,250
emissions_abs,all,OG20,bcr,4.440763320614058,125,250
emissions_abs,all,ROW,LSR,7.475282896918841,125,250
emissions_abs,all,ROW,OBR,7.473304349032899,125,250
emissions_abs,all,ROW,ABR,7.47928703186804,125,250
emissions_abs,all,ROW,ibr,7.476319028220332,125,250
emissions_abs,all,ROW,bcr,7.475166375385809,125,250
CO2 price,EITE,chn,LSR,1.0008190977340046e-6,150,250
CO2 price,EITE,chn,OBR,1.0008027596950619e-6,150,250
CO2 price,EITE,chn,ABR,1.0008205172016298e-6,150,250
CO2 price,EITE,chn,ibr,1.000747204577265e-6,150,250
CO2 price,EITE,chn,bcr,1.0007540869951029e-6,150,250
CO2 price,EITE,ind,LSR,1.0019389114119777e-6,150,250
CO2 price,EITE,ind,OBR,1.0018519607542897e-6,150,250
CO2 price,EITE,ind,ABR,1.0020249577403139e-6,150,250
CO2 price,EITE,ind,ibr,1.0017495312148726e-6,150,250
CO2 price,EITE,ind,bcr,1.0017601534600525e-6,150,250
CO2 price,EITE,usa,LSR,150.00000096554035,150,250
CO2 price,EITE,usa,OBR,150.0000009678147,150,250
CO2 price,EITE,usa,ABR,351.9328071537694,150,250
CO2 price,EITE,usa,ibr,415.7735069846121,150,250
CO2 price,EITE,usa,bcr,315.87731334789385,150,250
CO2 price,EITE,EUR,LSR,1.0015216440771442e-6,150,250
CO2 price,EITE,EUR,OBR,1.0015060269485764e-6,150,250
CO2 price,EITE,EUR,ABR,1.0015490405534368e-6,150,250
CO2 price,EITE,EUR,ibr,1.0014897151342322e-6,150,250
CO2 price,EITE,EUR,bcr,1.0014792436321649e-6,150,250
CO2 price,EITE,OG20,LSR,1.0015203707930683e-6,150,250
CO2 price,EITE,OG20,OBR,1.0015930173308863e-6,150,250
CO2 price,EITE,OG20,ABR,1.0014944742237437e-6,150,250
CO2 price,EITE,OG20,ibr,1.0016052067180623e-6,150,250
CO2 price,EITE,OG20,bcr,1.0015920231238886e-6,150,250
CO2 price,EITE,ROW,LSR,1.0004325021387727e-6,150,250
CO2 price,EITE,ROW,OBR,1.0005445886749308e-6,150,250
CO2 price,EITE,ROW,ABR,1.0002970727444616e-6,150,250
CO2 price,EITE,ROW,ibr,1.0005071554333952e-6,150,250
CO2 price,EITE,ROW,bcr,1.0005138552356053e-6,150,250
CO2 price,non-EITE,chn,LSR,1.0008190977340048e-6,150,250
CO2 price,non-EITE,chn,OBR,1.0008027596950616e-6,150,250
CO2 price,non-EITE,chn,ABR,1.0008205172016298e-6,150,250
CO2 price,non-EITE,chn,ibr,1.0007472045772647e-6,150,250
CO2 price,non-EITE,chn,bcr,1.000754086995103e-6,150,250
CO2 price,non-EITE,ind,LSR,1.0019389114119777e-6,150,250
CO2 price,non-EITE,ind,OBR,1.0018519607542895e-6,150,250
CO2 price,non-EITE,ind,ABR,1.0020249577403135e-6,150,250
CO2 price,non-EITE,ind,ibr,1.0017495312148729e-6,150,250
CO2 price,non-EITE,ind,bcr,1.0017601534600525e-6,150,250
CO2 price,non-EITE,usa,LSR,150.00000096554038,150,250
CO2 price,non-EITE,usa,OBR,150.0000009678147,150,250
CO2 price,non-EITE,usa,ABR,150.00000096284086,150,250
CO2 price,non-EITE,usa,ibr,150.00000096696851,150,250
CO2 price,non-EITE,usa,bcr,150.00000096730957,150,250
CO2 price,non-EITE,EUR,LSR,1.0015216440771444e-6,150,250
CO2 price,non-EITE,EUR,OBR,1.0015060269485766e-6,150,250
CO2 price,non-EITE,EUR,ABR,1.001549040553437e-6,150,250
CO2 price,non-EITE,EUR,ibr,1.0014897151342322e-6,150,250
CO2 price,non-EITE,EUR,bcr,1.0014792436321649e-6,150,250
CO2 price,non-EITE,OG20,LSR,1.0015203707930685e-6,150,250
CO2 price,non-EITE,OG20,OBR,1.0015930173308863e-6,150,250
CO2 price,non-EITE,OG20,ABR,1.0014944742237439e-6,150,250
CO2 price,non-EITE,OG20,ibr,1.0016052067180623e-6,150,250
CO2 price,non-EITE,OG20,bcr,1.0015920231238886e-6,150,250
CO2 price,non-EITE,ROW,LSR,1.0004325021387727e-6,150,250
CO2 price,non-EITE,ROW,OBR,1.0005445886749308e-6,150,250
CO2 price,non-EITE,ROW,ABR,1.0002970727444614e-6,150,250
CO2 price,non-EITE,ROW,ibr,1.0005071554333952e-6,150,250
CO2 price,non-EITE,ROW,bcr,1.0005138552356051e-6,150,250
Output,EITE,chn,LSR,0.11224548199602058,150,250
Output,EITE,chn,OBR,0.023203245800718086,150,250
Output,EITE,chn,ABR,0.2033635579153481,150,250
Output,EITE,chn,ibr,0.04361133792818439,150,250
Output,EITE,chn,bcr,0.0313950433579846,150,250
Output,EITE,ind,LSR,0.4480482749589898,150,250
Output,EITE,ind,OBR,0.2525096454221387,150,250
Output,EITE,ind,ABR,0.6794075757030615,150,250
Output,EITE,ind,ibr,0.29753613218901354,150,250
Output,EITE,ind,bcr,0.27348156998427964,150,250
Output,EITE,usa,LSR,-6.160163095840254,150,250
Output,EITE,usa,OBR,-4.483172304219762,150,250
Output,EITE,usa,ABR,-8.227213058025063,150,250
Output,EITE,usa,ibr,-5.242729837604254,150,250
Output,EITE,usa,bcr,-4.982357498614909,150,250
Output,EITE,EUR,LSR,0.43469506345032993,150,250
Output,EITE,EUR,OBR,0.09048675051197552,150,250
Output,EITE,EUR,ABR,0.8348052918613291,150,250
Output,EITE,EUR,ibr,0.20167390400658292,150,250
Output,EITE,EUR,bcr,0.15072474441746309,150,250
Output,EITE,OG20,LSR,0.9230395066223362,150,250
Output,EITE,OG20,OBR,0.5527806627904308,150,250
Output,EITE,OG20,ABR,1.3415295492804402,150,250
Output,EITE,OG20,ibr,0.6691777652268138,150,250
Output,EITE,OG20,bcr,0.6082789237199959,150,250
Output,EITE,ROW,LSR,0.7552630888117084,150,250
Output,EITE,ROW,OBR,0.4629039479446151,150,250
Output,EITE,ROW,ABR,1.0971888013237452,150,250
Output,EITE,ROW,ibr,0.5500963490255639,150,250
Output,EITE,ROW,bcr,0.5066354497434533,150,250
Output,non-EITE,chn,LSR,0.025092506300805617,150,250
Output,non-EITE,chn,OBR,0.035266293402091975,150,250
Output,non-EITE,chn,ABR,0.014407116026560196,150,250
Output,non-EITE,chn,ibr,0.030240608146026027,150,250
Output,non-EITE,chn,bcr,0.03212490046040628,150,250
Output,non-EITE,ind,LSR,0.06202031482520631,150,250
Output,non-EITE,ind,OBR,0.06877892763459403,150,250
Output,non-EITE,ind,ABR,0.05445950429781021,150,250
Output,non-EITE,ind,ibr,0.06323872140989728,150,250
Output,non-EITE,ind,bcr,0.06475014885412023,150,250
Output,non-EITE,usa,LSR,-1.4566331158206935,150,250
Output,non-EITE,usa,OBR,-1.4433627207276811,150,250
Output,non-EITE,usa,ABR,-1.514847599838176,150,250
Output,non-EITE,usa,ibr,-1.490705733919906,150,250
Output,non-EITE,usa,bcr,-1.4693361371097557,150,250
Output,non-EITE,EUR,LSR,0.033913546155805996,150,250
Output,non-EITE,EUR,OBR,0.053896952418841515,150,250
Output,non-EITE,EUR,ABR,0.011637685535892395,150,250
Output,non-EITE,EUR,ibr,0.04610751504525723,150,250
Output,non-EITE,EUR,bcr,0.04907729345546841,150,250
Output,non-EITE,OG20,LSR,-0.011673257364375189,150,250
Output,non-EITE,OG20,OBR,0.01238363437194856,150,250
Output,non-EITE,OG20,ABR,-0.03422350659298967,150,250
Output,non-EITE,OG20,ibr,0.008217311975533548,150,250
Output,non-EITE,OG20,bcr,0.01112085782768446,150,250
Output,non-EITE,ROW,LSR,-0.04135916000749251,150,250
Output,non-EITE,ROW,OBR,-0.018659084458050312,150,250
Output,non-EITE,ROW,ABR,-0.06599938851447051,150,250
Output,non-EITE,ROW,ibr,-0.024095620307540422,150,250
Output,non-EITE,ROW,bcr,-0.02110784171897029,150,250
Emissions,EITE,chn,LSR,0.27557512652593985,150,250
Emissions,EITE,chn,OBR,0.1961491379978364,150,250
Emissions,EITE,chn,ABR,0.3534813544318949,150,250
Emissions,EITE,chn,ibr,0.21389075341724517,150,250
Emissions,EITE,chn,bcr,0.2008378068815153,150,250
Emissions,EITE,ind,LSR,0.4488414472499036,150,250
Emissions,EITE,ind,OBR,0.32105729959712725,150,250
Emissions,EITE,ind,ABR,0.5717921261253034,150,250
Emissions,EITE,ind,ibr,0.35223903915515553,150,250
Emissions,EITE,ind,bcr,0.3304498402280309,150,250
Emissions,EITE,usa,LSR,-32.082907121357195,150,250
Emissions,EITE,usa,OBR,-30.609563703428588,150,250
Emissions,EITE,usa,ABR,-45.17800843131864,150,250
Emissions,EITE,usa,ibr,-44.77747784361112,150,250
Emissions,EITE,usa,bcr,-39.40883707163546,150,250
Emissions,EITE,EUR,LSR,1.3724293830091883,150,250
Emissions,EITE,EUR,OBR,1.0396463441718629,150,250
Emissions,EITE,EUR,ABR,1.8108154467277648,150,250
Emissions,EITE,EUR,ibr,1.2094143235998889,150,250
Emissions,EITE,EUR,bcr,1.137700856002688,150,250
Emissions,EITE,OG20,LSR,1.5694789855121405,150,250
Emissions,EITE,OG20,OBR,1.1896228608402781,150,250
Emissions,EITE,OG20,ABR,2.0386061056466787,150,250
Emissions,EITE,OG20,ibr,1.370994984431717,150,250
Emissions,EITE,OG20,bcr,1.2865233810054777,150,250
Emissions,EITE,ROW,LSR,1.2375626943418983,150,250
Emissions,EITE,ROW,OBR,0.9758121807159181,150,250
Emissions,EITE,ROW,ABR,1.573200873538716,150,250
Emissions,EITE,ROW,ibr,1.1070683769927925,150,250
Emissions,EITE,ROW,bcr,1.049109237250212,150,250
Emissions,non-EITE,chn,LSR,0.14536956788675504,150,250
Emissions,non-EITE,chn,OBR,0.12846014977725417,150,250
Emissions,non-EITE,chn,ABR,0.16465768469040576,150,250
Emissions,non-EITE,chn,ibr,0.13692764459360962,150,250
Emissions,non-EITE,chn,bcr,0.13273026296241053,150,250
Emissions,non-EITE,ind,LSR,0.4232913269514027,150,250
Emissions,non-EITE,ind,OBR,0.4136863700731297,150,250
Emissions,non-EITE,ind,ABR,0.43744707558315277,150,250
Emissions,non-EITE,ind,ibr,0.41994434108321155,150,250
Emissions,non-EITE,ind,bcr,0.4158312358970573,150,250
Emissions,non-EITE,usa,LSR,-54.77962004764609,150,250
Emissions,non-EITE,usa,OBR,-54.57907371939123,150,250
Emissions,non-EITE,usa,ABR,-55.08041631932898,150,250
Emissions,non-EITE,usa,ibr,-54.66827441578565,150,250
Emissions,non-EITE,usa,bcr,-54.643980995896904,150,250
Emissions,non-EITE,EUR,LSR,1.2433868598958009,150,250
Emissions,non-EITE,EUR,OBR,1.221476657605769,150,250
Emissions,non-EITE,EUR,ABR,1.276264598598198,150,250
Emissions,non-EITE,EUR,ibr,1.2288002775952878,150,250
Emissions,non-EITE,EUR,bcr,1.2189843846164061,150,250
Emissions,non-EITE,OG20,LSR,0.8156917326767932,150,250
Emissions,non-EITE,OG20,OBR,0.797295487773364,150,250
Emissions,non-EITE,OG20,ABR,0.8641414329315422,150,250
Emissions,non-EITE,OG20,ibr,0.8467239210299349,150,250
Emissions,non-EITE,OG20,bcr,0.8280780585424141,150,250
Emissions,non-EITE,ROW,LSR,0.6707757194207575,150,250
Emissions,non-EITE,ROW,OBR,0.6768887464077888,150,250
Emissions,non-EITE,ROW,ABR,0.6813452180360002,150,250
Emissions,non-EITE,ROW,ibr,0.7052945275070277,150,250
Emissions,non-EITE,ROW,bcr,0.6939464523123551,150,250
Emissions,all,chn,LSR,0.2033038544854815,150,250
Emissions,all,chn,OBR,0.16858453112633676,150,250
Emissions,all,chn,ABR,0.24001878131325594,150,250
Emissions,all,chn,ibr,0.17943339872295017,150,250
Emissions,all,chn,bcr,0.17266321328472944,150,250
Emissions,all,ind,LSR,0.4535229137530905,150,250
Emissions,all,ind,OBR,0.4152484657433675,150,250
Emissions,all,ind,ABR,0.49404272275348493,150,250
Emissions,all,ind,ibr,0.4234408570859882,150,250
Emissions,all,ind,bcr,0.41607389996078936,150,250
Emissions,all,usa,LSR,-47.31557602908181,150,250
Emissions,all,usa,OBR,-46.9941419066647,150,250
Emissions,all,usa,ABR,-48.5122256834398,150,250
Emissions,all,usa,ibr,-48.01875220867178,150,250
Emissions,all,usa,bcr,-47.64250186368035,150,250
Emissions,all,EUR,LSR,1.2349299507117717,150,250
Emissions,all,EUR,OBR,1.1761198568155384,150,250
Emissions,all,EUR,ABR,1.320410113901671,150,250
Emissions,all,EUR,ibr,1.2065686380642537,150,250
Emissions,all,EUR,bcr,1.1881544747487816,150,250
Emissions,all,OG20,LSR,0.9315518788260979,150,250
Emissions,all,OG20,OBR,0.8688859934835591,150,250
Emissions,all,OG20,ABR,1.034519531153788,150,250
Emissions,all,OG20,ibr,0.9351230764952811,150,250
Emissions,all,OG20,bcr,0.907834498516702,150,250
Emissions,all,ROW,LSR,0.7219767789195863,150,250
Emissions,all,ROW,OBR,0.6919846801184404,150,250
Emissions,all,ROW,ABR,0.77485708787286,150,250
Emissions,all,ROW,ibr,0.7313886709830797,150,250
Emissions,all,ROW,bcr,0.7141595470318451,150,250
Emissions,all,all,LSR,-7.660494419337837,150,250
Emissions,all,all,OBR,-7.639124584258994,150,250
Emissions,all,all,ABR,-7.818287140826163,150,250
Emissions,all,all,ibr,-7.790294263576703,150,250
Emissions,all,all,bcr,-7.737633727209959,150,250
Intensity,EITE,chn,LSR,0.1631465199322779,150,250
Intensity,EITE,chn,OBR,0.17290577244570837,150,250
Intensity,EITE,chn,ABR,0.1498131312027029,150,250
Intensity,EITE,chn,ibr,0.17020518672992146,150,250
Intensity,EITE,chn,bcr,0.1693895835903403,150,250
Intensity,EITE,ind,LSR,7.89634347841961e-4,150,250
Intensity,EITE,ind,OBR,0.06837500070315805,150,250
Intensity,EITE,ind,ABR,-0.10688923601068767,150,250
Intensity,EITE,ind,ibr,0.05454062888847755,150,250
Intensity,EITE,ind,bcr,0.05681289743988405,150,250
Intensity,EITE,usa,LSR,-27.624455541192273,150,250
Intensity,EITE,usa,OBR,-27.352658195916025,150,250
Intensity,EITE,usa,ABR,-40.26334668975062,150,250
Intensity,EITE,usa,ibr,-41.72212637431608,150,250
Intensity,EITE,usa,bcr,-36.231670947338756,150,250
Intensity,EITE,EUR,LSR,0.9336756774802168,150,250
Intensity,EITE,EUR,OBR,0.9483015064416511,150,250
Intensity,EITE,EUR,ABR,0.9679298254619884,150,250
Intensity,EITE,EUR,ibr,1.005712160615957,150,250
Intensity,EITE,EUR,bcr,0.9854907331963814,150,250
Intensity,EITE,OG20,LSR,0.6405271601509721,150,250
Intensity,EITE,OG20,OBR,0.6333412103097569,150,250
Intensity,EITE,OG20,ABR,0.6878488606462563,150,250
Intensity,EITE,OG20,ibr,0.6971520328114877,150,250
Intensity,EITE,OG20,bcr,0.6741437827394892,150,250
Intensity,EITE,ROW,LSR,0.4786842798525148,150,250
Intensity,EITE,ROW,OBR,0.5105449002719364,150,250
Intensity,EITE,ROW,ABR,0.4708460026029426,150,250
Intensity,EITE,ROW,ibr,0.5539249072759489,150,250
Intensity,EITE,ROW,bcr,0.539739276993334,150,250
Intensity,non-EITE,chn,LSR,0.12024688862783961,150,250
Intensity,non-EITE,chn,OBR,0.09316100194287635,150,250
Intensity,non-EITE,chn,ABR,0.1502289250083111,150,250
Intensity,non-EITE,chn,ibr,0.10665478339249024,150,250
Intensity,non-EITE,chn,bcr,0.10057305350867907,150,250
Intensity,non-EITE,ind,LSR,0.3610470895845763,150,250
Intensity,non-EITE,ind,OBR,0.34467038184606835,150,250
Intensity,non-EITE,ind,ABR,0.38277911167856615,150,250
Intensity,non-EITE,ind,ibr,0.356480186161523,150,250
Intensity,non-EITE,ind,bcr,0.35085390861484544,150,250
Intensity,non-EITE,usa,LSR,-54.11118842174061,150,250
Intensity,non-EITE,usa,OBR,-53.91388390017509,150,250
Intensity,non-EITE,usa,ABR,-54.38948655107407,150,250
Intensity,non-EITE,usa,ibr,-53.98228571024946,150,250
Intensity,non-EITE,usa,bcr,-53.967610461634564,150,250
Intensity,non-EITE,EUR,LSR,1.2090632775073162,150,250
Intensity,non-EITE,EUR,OBR,1.1669507542941382,150,250
Intensity,non-EITE,EUR,ABR,1.2644797568845068,150,250
Intensity,non-EITE,EUR,ibr,1.182147703619707,150,250
Intensity,non-EITE,EUR,bcr,1.1693332140679802,150,250
Intensity,non-EITE,OG20,LSR,0.827461581761213,150,250
Intensity,non-EITE,OG20,OBR,0.7848146648228083,150,250
Intensity,non-EITE,OG20,ABR,0.8986724967657178,150,250
Intensity,non-EITE,OG20,ibr,0.8384377120118858,150,250
