=C
 Walras check :   0.0000E+00
=C
=C Default price normalization using income for RA.usa
 Walras check :   0.0000E+00
 Level and function values (X and F)
 PY.ele.EUR               1.0000      0.0000
 PY.ele.OG20              1.0000      0.0000
 PY.ele.ROW               1.0000      0.0000
 PY.chm.chn               1.0000      0.0000
 PY.chm.ind               1.0000      0.0000
 PY.chm.usa               1.0000      0.0000
 PY.chm.EUR               1.0000      0.0000
 PY.chm.OG20              1.0000      0.0000
 PY.chm.ROW               1.0000      0.0000
 PY.c.chn                 1.0000      0.0000
 PY.c.ind                 1.0000      0.0000
 PY.c.usa                 1.0000      0.0000
 PY.c.EUR                 1.0000      0.0000
 PY.c.OG20                1.0000      0.0000
 PY.c.ROW                 1.0000      0.0000
 PY.g.chn                 1.0000      0.0000
 PY.g.ind                 1.0000      0.0000
 PY.g.usa                 1.0000      0.0000
 PY.g.EUR                 1.0000      0.0000
 PY.g.OG20                1.0000      0.0000
 PY.g.ROW                 1.0000      0.0000
 PY.i.chn                 1.0000      0.0000
 PY.i.ind                 1.0000      0.0000
 PY.i.usa                 1.0000      0.0000
 PY.i.EUR                 1.0000      0.0000
 PY.i.OG20                1.0000      0.0000
 PY.i.ROW                 1.0000      0.0000
 PD.oil.chn               1.0000      0.0000
 PD.oil.ind               1.0000     -0.0000
 PD.oil.usa               1.0000      0.0000
 PD.oil.EUR               1.0000      0.0000
 PD.oil.OG20              1.0000     -0.0000
 PD.oil.ROW               1.0000     -0.0000
 PD.gas.chn               1.0000      0.0000
 PD.gas.ind               1.0000     -0.0000
 PD.gas.usa               1.0000     -0.0000
 PD.gas.EUR               1.0000      0.0000
 PD.gas.OG20              1.0000     -0.0000
 PD.gas.ROW               1.0000      0.0000
 PD.col.chn               1.0000      0.0000
 PD.col.ind               1.0000      0.0000
 PD.col.usa               1.0000     -0.0000
 PD.col.EUR               1.0000     -0.0000
 PD.col.OG20              1.0000     -0.0000
 PD.col.ROW               1.0000      0.0000
 PD.cru.chn               1.0000      0.0000
 PD.cru.ind               1.0000      0.0000
 PD.cru.usa               1.0000      0.0000
 PD.cru.EUR               1.0000     -0.0000
 PD.cru.OG20              1.0000      0.0000
 PD.cru.ROW               1.0000      0.0000
 PD.roi.chn               1.0000      0.0000
 PD.roi.ind               1.0000     -0.0000
 PD.roi.usa               1.0000     -0.0000
 PD.roi.EUR               1.0000      0.0000
 PD.roi.OG20              1.0000      0.0000
 PD.roi.ROW               1.0000      0.0000
 PD.ppp.chn               1.0000     -0.0000
 PD.ppp.ind               1.0000      0.0000
 PD.ppp.usa               1.0000     -0.0000
 PD.ppp.EUR               1.0000     -0.0000
 PD.ppp.OG20              1.0000      0.0000
 PD.ppp.ROW               1.0000     -0.0000
 PD.nmm.chn               1.0000      0.0000
 PD.nmm.ind               1.0000     -0.0000
 PD.nmm.usa               1.0000      0.0000
 PD.nmm.EUR               1.0000     -0.0000
 PD.nmm.OG20              1.0000      0.0000
 PD.nmm.ROW               1.0000     -0.0000
 PD.i_s.chn               1.0000      0.0000
 PD.i_s.ind               1.0000     -0.0000
 PD.i_s.usa               1.0000     -0.0000
 PD.i_s.EUR               1.0000     -0.0000
 PD.i_s.OG20              1.0000     -0.0000
 PD.i_s.ROW               1.0000      0.0000
 PD.nfm.chn               1.0000     -0.0000
 PD.nfm.ind               1.0000     -0.0000
 PD.nfm.usa               1.0000     -0.0000
 PD.nfm.EUR               1.0000     -0.0000
 PD.nfm.OG20              1.0000      0.0000
 PD.nfm.ROW               1.0000      0.0000
 PD.ele.chn               1.0000      0.0000
 PD.ele.ind               1.0000      0.0000
 PD.ele.usa               1.0000     -0.0000
 PD.ele.EUR               1.0000      0.0000
 PD.ele.OG20              1.0000      0.0000
 PD.ele.ROW               1.0000      0.0000
 PD.chm.chn               1.0000     -0.0000
 PD.chm.ind               1.0000     -0.0000
 PD.chm.usa               1.0000      0.0000
 PD.chm.EUR               1.0000     -0.0000
 PD.chm.OG20              1.0000      0.0000
 PD.chm.ROW               1.0000     -0.0000
 PD.c.chn                 1.0000      0.0000
 PD.c.ind                 1.0000     -0.0000
 PD.c.usa                 1.0000   -261.7084
 PD.c.EUR                 1.0000      0.0000
 PD.c.OG20                1.0000     -0.0000
 PD.c.ROW                 1.0000     -0.0000
 PD.g.chn                 1.0000      0.0000
 PD.g.ind                 1.0000      0.0000
 PD.g.usa                 1.0000      0.0000
 PD.g.EUR                 1.0000      0.0000
 PD.g.OG20                1.0000      0.0000
 PD.g.ROW                 1.0000      0.0000
 PD.i.chn                 1.0000      0.0000
 PD.i.ind                 1.0000      0.0000
 PD.i.usa                 1.0000      0.0006
 PD.i.EUR                 1.0000      0.0000
 PD.i.OG20                1.0000      0.0000
 PD.i.ROW                 1.0000      0.0000
 PM.oil.chn               1.0000     -0.0000
 PM.oil.ind               1.0000      0.0000
 PM.oil.usa               1.0000     -0.0000
 PM.oil.EUR               1.0000     -0.0000
 PM.oil.OG20              1.0000      0.0000
 PM.oil.ROW               1.0000      0.0000
 PM.gas.chn               1.0000     -0.0000
 PM.gas.ind               1.0000      0.0000
 PM.gas.usa               1.0000      0.0000
 PM.gas.EUR               1.0000     -0.0000
 PM.gas.OG20              1.0000      0.0000
 PM.gas.ROW               1.0000     -0.0000
 PM.col.chn               1.0000     -0.0000
 PM.col.ind               1.0000     -0.0000
 PM.col.usa               1.0000      0.0000
 PM.col.EUR               1.0000      0.0000
 PM.col.OG20              1.0000      0.0000
 PM.col.ROW               1.0000     -0.0000
 PM.cru.chn               1.0000     -0.0000
 PM.cru.ind               1.0000      0.0000
 PM.cru.usa               1.0000      0.0000
 PM.cru.EUR               1.0000      0.0000
 PM.cru.OG20              1.0000     -0.0000
 PM.cru.ROW               1.0000     -0.0000
 PM.roi.chn               1.0000     -0.0000
 PM.roi.ind               1.0000      0.0000
 PM.roi.usa               1.0000      0.0000
 PM.roi.EUR               1.0000     -0.0000
 PM.roi.OG20              1.0000     -0.0000
 PM.roi.ROW               1.0000     -0.0000
 PM.ppp.chn               1.0000      0.0000
 PM.ppp.ind               1.0000     -0.0000
 PM.ppp.usa               1.0000      0.0000
 PM.ppp.EUR               1.0000      0.0000
 PM.ppp.OG20              1.0000     -0.0000
 PM.ppp.ROW               1.0000      0.0000
 PM.nmm.chn               1.0000     -0.0000
 PM.nmm.ind               1.0000      0.0000
 PM.nmm.usa               1.0000     -0.0000
 PM.nmm.EUR               1.0000      0.0000
 PM.nmm.OG20              1.0000     -0.0000
 PM.nmm.ROW               1.0000      0.0000
 PM.i_s.chn               1.0000     -0.0000
 PM.i_s.ind               1.0000      0.0000
 PM.i_s.usa               1.0000      0.0000
 PM.i_s.EUR               1.0000      0.0000
 PM.i_s.OG20              1.0000      0.0000
 PM.i_s.ROW               1.0000     -0.0000
 PM.nfm.chn               1.0000      0.0000
 PM.nfm.ind               1.0000      0.0000
 PM.nfm.usa               1.0000      0.0000
 PM.nfm.EUR               1.0000      0.0000
 PM.nfm.OG20              1.0000     -0.0000
 PM.nfm.ROW               1.0000     -0.0000
 PM.ele.chn               1.0000     -0.0000
 PM.ele.ind               1.0000      0.0000
 PM.ele.usa               1.0000      0.0000
 PM.ele.EUR               1.0000     -0.0000
 PM.ele.OG20              1.0000     -0.0000
 PM.ele.ROW               1.0000     -0.0000
 PM.chm.chn               1.0000      0.0000
 PM.chm.ind               1.0000      0.0000
 PM.chm.usa               1.0000     -0.0000
 PM.chm.EUR               1.0000      0.0000
 PM.chm.OG20              1.0000     -0.0000
 PM.chm.ROW               1.0000      0.0000
 PE.oil.chn               1.0000      0.0000
 PE.oil.ind               1.0000     -0.0000
 PE.oil.usa               1.0000     -0.0000
 PE.oil.EUR               1.0000     -0.0000
 PE.oil.OG20              1.0000      0.0000
 PE.oil.ROW               1.0000      0.0000
 PE.gas.chn               1.0000      0.0000
 PE.gas.ind               1.0000     -0.0000
 PE.gas.usa               1.0000      0.0000
 PE.gas.EUR               1.0000     -0.0000
 PE.gas.OG20              1.0000     -0.0000
 PE.gas.ROW               1.0000      0.0000
 PE.col.chn               1.0000     -0.0000
 PE.col.ind               1.0000      0.0000
 PE.col.usa               1.0000     -0.0000
 PE.col.EUR               1.0000      0.0000
 PE.col.OG20              1.0000      0.0000
 PE.col.ROW               1.0000     -0.0000
 PE.cru.chn               1.0000      0.0000
 PE.cru.ind               1.0000      0.0000
 PE.cru.usa               1.0000      0.0000
 PE.cru.EUR               1.0000      0.0000
 PE.cru.OG20              1.0000      0.0000
 PE.cru.ROW               1.0000     -0.0000
 PE.roi.chn               1.0000     -0.0000
 PE.roi.ind               1.0000      0.0000
 PE.roi.usa               1.0000      0.0000
 PE.roi.EUR               1.0000      0.0000
 PE.roi.OG20              1.0000      0.0000
 PE.roi.ROW               1.0000      0.0000
 PE.ppp.chn               1.0000      0.0000
 PE.ppp.ind               1.0000      0.0000
 PE.ppp.usa               1.0000      0.0000
 PE.ppp.EUR               1.0000     -0.0000
 PE.ppp.OG20              1.0000     -0.0000
 PE.ppp.ROW               1.0000      0.0000
 PE.nmm.chn               1.0000      0.0000
 PE.nmm.ind               1.0000     -0.0000
 PE.nmm.usa               1.0000      0.0000
 PE.nmm.EUR               1.0000     -0.0000
 PE.nmm.OG20              1.0000     -0.0000
 PE.nmm.ROW               1.0000     -0.0000
 PE.i_s.chn               1.0000     -0.0000
 PE.i_s.ind               1.0000     -0.0000
 PE.i_s.usa               1.0000     -0.0000
 PE.i_s.EUR               1.0000      0.0000
 PE.i_s.OG20              1.0000      0.0000
 PE.i_s.ROW               1.0000     -0.0000
